example,stiffness,friction,target_force,penetration,force,normal_kp,normal_kd,y_gain,target_scale
1760,439.8060,0.2641,15.9249,0.02370,9.9606,144.0925,26.3071,7.7961,0.9550
1761,762.2082,0.4261,14.7364,0.00915,6.5048,197.4407,36.0000,7.1686,0.5510
1762,426.1327,0.0741,21.6224,0.01307,5.9905,163.3101,24.3770,8.3048,0.9856
1763,434.8328,0.0638,17.6816,0.05335,23.2228,134.2288,24.7722,7.0399,0.9659
1764,777.6121,0.6168,8.9564,0.00211,1.9548,197.0453,36.0000,6.4642,0.5401
1765,887.0283,0.2731,8.0943,0.00869,7.6409,199.0517,36.0000,7.2327,0.4735
1766,279.8706,0.2901,14.4336,0.03541,9.5341,117.7595,21.7169,7.7691,1.5007
1767,727.6384,0.8227,13.9722,0.02464,17.5366,181.9873,36.0000,4.6445,0.5772
1768,720.7558,0.1858,8.1339,0.00303,2.0332,186.5350,31.1093,6.9929,0.5827
1769,955.7608,0.1136,9.9422,0.00039,0.2307,205.0000,36.0000,7.1229,0.4394
1770,238.8883,0.2449,20.3083,0.01140,3.0758,138.7447,20.1255,7.6907,1.7581
1771,454.0006,0.3286,10.0542,0.01015,4.2749,145.8145,27.2490,7.1279,0.9251
1772,302.0080,0.7983,6.7586,0.03428,11.2455,120.1724,26.4470,5.1639,1.3907
1773,307.7509,0.0900,10.9482,0.01309,3.9839,126.4842,20.9529,7.9792,1.3647
1774,508.2027,0.7766,18.3445,0.04566,23.3370,151.5659,32.4761,5.7243,0.8264
1775,408.2442,0.4539,6.8712,0.00591,1.9836,136.9894,26.8782,5.8665,1.0288
1776,349.8444,0.7749,11.7402,0.05368,19.3619,125.7342,27.9205,5.2416,1.2005
1777,479.0305,0.2055,9.7514,0.01364,6.5780,143.8362,27.0152,8.2921,0.8768
1778,819.6043,0.2701,16.4231,0.00740,5.8585,205.0000,36.0000,7.5022,0.5124
1779,348.2025,0.1196,16.8131,0.02764,9.2489,133.8714,22.4033,7.0975,1.2062
1780,380.8755,0.2692,16.4483,0.01715,6.7416,143.4861,24.5798,7.6695,1.1027
1781,351.9267,0.2127,9.3511,0.01015,3.3117,131.0755,23.2591,7.3329,1.1934
1782,554.9998,0.1888,11.6489,0.00704,3.8660,165.3722,29.1604,7.3971,0.7568
1783,764.3231,0.1006,16.8247,0.00947,7.4264,200.3249,34.7342,8.1962,0.5495
1784,770.8691,0.4470,18.6544,0.00138,0.7741,205.0000,34.7018,6.6576,0.5448
1785,697.9801,0.4531,7.8401,0.00669,4.8746,176.2212,35.5644,7.2592,0.6017
1786,762.8524,0.3888,7.0596,0.00339,3.0903,188.1604,33.9959,7.2762,0.5506
1787,828.7029,0.7875,9.1199,0.00120,0.9990,205.0000,36.0000,5.5908,0.5068
1788,298.5794,0.7702,8.4312,0.03252,9.8099,112.8201,26.1193,5.6959,1.4067
1789,442.7860,0.5369,11.8027,0.02824,12.3728,132.6722,28.5788,6.1247,0.9485
1790,628.4524,0.5163,13.0379,0.01555,9.5553,166.9296,33.9843,6.0645,0.6683
1791,866.2303,0.7104,19.9386,0.00335,3.3458,205.0000,36.0000,4.9941,0.4849
1792,693.5289,0.1968,10.7581,0.00383,2.6549,186.8563,30.3804,7.9482,0.6056
1793,832.0471,0.2017,11.3736,0.00427,3.0588,205.0000,34.5749,7.4172,0.5048
1794,478.2694,0.4340,17.7746,0.03319,15.5430,141.6501,28.8201,7.0229,0.8782
1795,330.6116,0.6839,15.3038,0.06038,20.6350,111.2452,26.7894,5.5590,1.2704
1796,576.9286,0.7404,8.5436,0.00248,1.1198,167.8715,31.2309,5.5097,0.7280
1797,946.6618,0.7394,20.0380,0.00837,7.9345,205.0000,36.0000,5.6089,0.4437
1798,954.2436,0.4437,19.9171,0.01676,16.8662,205.0000,36.0000,6.8481,0.4401
1799,823.2406,0.6704,9.3130,0.00832,7.0506,193.4634,36.0000,5.4021,0.5102
1800,503.8630,0.5895,7.6767,0.00564,3.3175,150.1697,30.8315,6.5215,0.8336
1801,849.6106,0.3905,14.2494,0.00303,2.9268,205.0000,36.0000,7.0614,0.4943
1802,534.8953,0.5234,7.0020,0.01497,8.2961,148.0814,31.2342,6.4032,0.7852
1803,202.4957,0.4883,18.5051,0.01490,3.5524,128.2704,20.9817,5.5489,2.0000
1804,360.4468,0.6301,19.4975,0.03271,11.5363,136.5815,26.8540,4.9537,1.1652
1805,913.8646,0.0937,9.0528,0.00408,3.1578,205.0000,36.0000,7.2630,0.4596
1806,748.8964,0.2747,14.8710,0.00691,5.0530,198.9339,35.6643,6.4464,0.5608
1807,667.4747,0.1472,15.7561,0.01489,9.5656,178.7404,32.2020,8.2469,0.6292
1808,479.3011,0.3311,14.4189,0.03704,17.3983,143.4498,28.0279,7.7086,0.8763
1809,762.4421,0.2525,19.3926,0.00559,4.3032,205.0000,35.8933,7.2795,0.5509
1810,893.5418,0.2723,10.6125,0.00111,0.7649,205.0000,36.0000,6.7513,0.4700
1811,958.8853,0.3417,17.0646,0.01734,15.8276,205.0000,36.0000,6.1973,0.4380
1812,908.3327,0.6481,18.5584,0.01169,10.2246,205.0000,36.0000,4.8778,0.4624
1813,726.2705,0.5959,19.8832,0.02917,20.9798,176.3531,36.0000,5.6540,0.5783
1814,836.1287,0.0687,7.3551,0.00164,0.9302,204.5542,33.6331,8.8253,0.5023
1815,669.6034,0.2602,21.7175,0.00072,0.6571,205.0000,30.1701,7.4406,0.6272
1816,373.5435,0.8453,9.4923,0.00213,0.9615,139.7994,25.9690,5.1833,1.1244
1817,650.7819,0.8378,10.5707,0.00187,2.0068,181.4579,34.2255,5.3989,0.6454
1818,377.3561,0.1170,12.9078,0.02240,9.0565,130.0762,23.2569,8.7064,1.1130
1819,618.5804,0.8205,13.9994,0.01366,8.2915,170.3445,36.0000,5.3123,0.6790
1820,223.6308,0.2451,16.7317,0.04060,9.1266,115.2759,19.6697,6.6589,1.8781
1821,226.2479,0.7636,7.1000,0.02928,6.7295,99.7523,23.8964,5.7982,1.8564
1822,460.6013,0.6577,6.8473,0.01096,5.0903,137.9558,30.0800,5.9819,0.9119
1823,410.9976,0.7186,9.9358,0.03593,14.7303,137.1975,29.0788,5.7317,1.0219
1824,640.5625,0.8339,8.6785,0.00083,0.0864,179.9870,33.8878,5.4334,0.6557
1825,849.3234,0.7965,12.6358,0.02138,18.1960,204.6310,36.0000,5.7691,0.4945
1826,208.1357,0.3173,13.2018,0.03048,6.0038,112.0559,19.7828,6.9126,2.0000
1827,450.0072,0.6888,17.9980,0.00193,1.1754,169.5108,27.0105,4.9805,0.9333
1828,753.3612,0.4718,7.1344,0.00105,1.1599,191.1481,34.3750,6.8995,0.5575
1829,727.3632,0.5117,16.5384,0.02397,17.5763,176.3880,36.0000,6.0375,0.5774
1830,825.5270,0.6192,8.7513,0.01045,8.1993,190.0435,36.0000,6.2770,0.5088
1831,823.5207,0.1527,12.6590,0.01247,10.1554,194.0361,36.0000,7.2312,0.5100
1832,229.5676,0.6287,18.3802,0.02838,6.4534,125.6742,22.9170,4.9593,1.8295
1833,753.9988,0.8115,11.6107,0.00727,5.7254,191.0473,36.0000,5.7440,0.5570
1834,266.3625,0.2316,18.8696,0.01427,3.2437,139.3314,20.8437,7.1759,1.5768
1835,528.2629,0.5839,19.4014,0.01555,8.2561,168.7592,31.5188,5.7938,0.7951
1836,398.8192,0.3049,9.0260,0.01228,4.8705,133.9650,25.4036,7.3846,1.0531
1837,361.1679,0.2556,12.8425,0.01905,6.8899,132.2710,23.8795,6.5502,1.1629
1838,922.9757,0.5849,15.8734,0.01099,9.6833,205.0000,36.0000,6.3668,0.4550
1839,240.5334,0.3951,18.6995,0.01853,4.2696,132.8257,21.3764,6.2440,1.7461
1840,796.2167,0.8440,21.8784,0.00134,1.3378,205.0000,36.0000,4.0553,0.5275
1841,398.6193,0.5680,9.8582,0.00146,0.2647,145.8986,24.5028,6.3234,1.0536
1842,842.9029,0.8266,21.9631,0.00565,4.4798,205.0000,36.0000,4.9028,0.4983
1843,958.8296,0.3752,15.6045,0.01529,14.9451,205.0000,36.0000,6.0240,0.4380
1844,369.6634,0.4974,20.0090,0.01906,7.0274,149.0090,26.0695,5.7690,1.1362
1845,905.5779,0.3915,19.2705,0.02089,19.1558,201.0890,36.0000,5.9557,0.4638
1846,326.3250,0.1020,8.6039,0.02534,7.8739,115.5548,21.6058,8.1660,1.2871
1847,626.8963,0.6955,15.1173,0.00466,2.7292,186.2884,32.3709,6.2196,0.6700
1848,430.7760,0.7772,19.8785,0.01020,4.2292,164.0449,30.1406,5.3548,0.9750
1849,607.5785,0.6138,8.4491,0.01120,7.1398,159.0173,34.1374,6.2786,0.6913
1850,596.3290,0.6716,13.3170,0.01059,6.7216,168.9593,34.2631,4.7791,0.7043
1851,890.8124,0.5188,10.6916,0.01041,9.4374,201.3811,36.0000,5.4209,0.4715
1852,853.0347,0.3779,8.4707,0.00083,0.4524,205.0000,36.0000,6.2175,0.4924
1853,306.5499,0.0627,7.9700,0.00280,0.5377,127.3335,17.6982,7.3366,1.3701
1854,554.5388,0.6245,10.9044,0.00938,5.2666,160.5840,32.6325,6.2303,0.7574
1855,901.3512,0.8569,16.0146,0.00266,1.8673,205.0000,36.0000,4.8481,0.4660
1856,410.0947,0.5392,20.6421,0.01731,7.0722,156.3679,27.6166,5.3353,1.0242
1857,847.9647,0.7956,17.0335,0.01683,14.2623,198.2913,36.0000,5.0894,0.4953
1858,505.2640,0.2147,13.1419,0.00892,5.0438,158.6055,27.8751,7.4649,0.8312
1859,351.4894,0.2080,15.2111,0.01298,4.5126,141.2602,23.2091,7.7390,1.1949
1860,586.6312,0.0912,18.4373,0.01824,10.4872,170.4849,29.3289,8.8015,0.7160
1861,512.2748,0.8053,12.1142,0.01640,8.0962,150.6809,32.8107,5.5268,0.8199
1862,545.9790,0.3104,20.3612,0.00208,0.5453,190.4919,26.8622,6.2965,0.7693
1863,442.6096,0.1430,17.1998,0.01111,5.1686,157.8602,25.4224,8.1021,0.9489
1864,591.3003,0.7465,18.0519,0.01556,9.0831,173.4266,34.7113,5.5739,0.7103
1865,824.4910,0.2496,11.4363,0.00654,5.3825,201.9921,36.0000,6.5516,0.5094
1866,383.7617,0.6451,14.6298,0.04162,15.9794,125.5334,27.6737,5.6296,1.0944
1867,851.5639,0.3679,10.2428,0.01227,10.2812,192.8190,36.0000,6.0550,0.4932
1868,567.8293,0.1978,7.9233,0.00021,-0.0318,167.6758,26.6171,7.5590,0.7397
1869,705.4701,0.1806,7.8997,0.00718,4.6359,178.0009,33.6086,7.5711,0.5953
1870,384.3688,0.1487,6.6091,0.00319,1.4609,133.9814,20.7204,8.0924,1.0927
1871,433.8837,0.4237,13.3424,0.02077,8.3992,140.9577,27.4064,6.2127,0.9680
1872,864.4415,0.5483,8.6849,0.00389,3.6419,205.0000,36.0000,6.3705,0.4859
1873,416.5398,0.2589,12.9225,0.02182,9.1645,135.7485,25.5672,7.4768,1.0083
1874,835.9462,0.8103,10.6796,0.01309,11.2772,191.7067,36.0000,5.4831,0.5024
1875,806.5654,0.5825,8.8656,0.00527,3.9651,196.7658,36.0000,6.3428,0.5207
1876,646.4842,0.3165,16.7346,0.00885,6.1829,185.1865,32.9262,7.1416,0.6497
1877,639.6220,0.7132,21.9830,0.01069,6.7167,194.5293,35.8940,5.3458,0.6566
1878,380.0590,0.2621,7.2278,0.02157,7.8910,123.4678,24.4987,7.7060,1.1051
1879,451.4102,0.5524,12.1496,0.00718,3.3861,151.9914,28.9617,5.2798,0.9304
1880,299.2842,0.4149,21.2458,0.04695,13.8089,124.3427,23.3483,7.1329,1.4033
1881,919.4207,0.5469,20.5492,0.03352,31.0714,205.0000,36.0000,5.9415,0.4568
1882,839.6489,0.7825,12.3997,0.00828,7.2909,202.1867,36.0000,4.3136,0.5002
1883,898.9091,0.6067,16.4839,0.00298,2.5498,205.0000,36.0000,6.3802,0.4672
1884,465.6876,0.6649,13.1534,0.00413,1.6536,160.1526,27.2895,4.8076,0.9019
1885,208.9521,0.2350,10.2200,0.00824,1.0878,116.4338,19.1487,6.6129,2.0000
1886,583.3474,0.7783,14.0884,0.01602,9.2124,163.2293,34.7265,5.1775,0.7200
1887,292.1665,0.4082,8.4863,0.00718,2.7253,121.4991,23.0304,6.3513,1.4375
1888,943.6349,0.3162,18.5836,0.00909,8.7963,205.0000,36.0000,7.2220,0.4451
1889,206.4609,0.2281,16.8163,0.00411,1.0480,130.6594,16.0186,7.3056,2.0000
1890,944.1746,0.3804,17.6632,0.00214,1.9704,205.0000,36.0000,6.7248,0.4448
1891,789.7556,0.6431,15.9194,0.00407,3.6331,205.0000,36.0000,5.6554,0.5318
1892,761.0103,0.2704,15.0459,0.00240,2.4559,205.0000,32.9931,6.8205,0.5519
1893,779.6294,0.2899,9.3533,0.00103,0.2106,202.0583,33.7078,7.6547,0.5387
1894,801.4213,0.8087,15.7064,0.00256,1.7130,205.0000,36.0000,4.8593,0.5241
1895,733.3219,0.6561,17.2105,0.00702,5.2751,201.2563,36.0000,6.4272,0.5727
1896,194.1079,0.6159,18.7765,0.06187,12.1640,92.1334,22.1892,5.0227,2.0000
1897,700.5137,0.2108,10.4309,0.01167,8.3075,174.7485,33.7015,7.4990,0.5996
1898,561.0166,0.7053,14.5386,0.01459,8.3354,162.7997,33.4732,5.9491,0.7486
1899,464.6367,0.6345,6.7898,0.01491,7.2544,135.7178,30.0150,6.0943,0.9039
1900,281.9743,0.3252,12.3159,0.01761,5.0209,123.3450,22.0609,7.5021,1.4895
1901,706.9352,0.5474,6.6549,0.00412,3.6388,177.6757,33.5875,6.5625,0.5941
1902,604.0772,0.0972,11.6683,0.00132,0.7592,179.6116,26.9003,8.4866,0.6953
1903,409.9131,0.3920,17.4733,0.04602,18.6866,128.1532,26.4598,7.0514,1.0246
1904,628.5587,0.2270,21.1451,0.01300,8.1947,187.7746,31.6726,7.2370,0.6682
1905,288.1717,0.4880,9.1804,0.00776,2.4087,123.1234,23.5493,6.2642,1.4575
1906,283.6208,0.2432,8.5081,0.00567,1.9895,121.8840,21.4546,7.7535,1.4809
1907,904.2862,0.1447,12.5889,0.00559,5.0222,205.0000,36.0000,8.3829,0.4645
1908,571.4369,0.1900,21.5250,0.01078,6.1192,184.6082,29.6629,6.8021,0.7350
1909,674.1406,0.0932,18.4054,0.00851,5.5476,194.4083,31.9701,7.2084,0.6230
1910,197.9335,0.6332,21.6556,0.04478,8.9539,122.6338,22.0036,6.1362,2.0000
1911,712.8371,0.8186,9.7944,0.01128,7.5834,176.7896,36.0000,4.8329,0.5892
1912,523.1108,0.1452,13.2390,0.01218,6.6179,158.0330,27.8553,7.3599,0.8029
1913,905.9726,0.8553,16.6323,0.00247,2.1339,205.0000,36.0000,4.8668,0.4636
1914,836.3138,0.4833,7.8784,0.00664,5.4672,195.7519,36.0000,5.5702,0.5022
1915,789.9491,0.1131,16.8911,0.01495,11.9503,194.3620,35.6030,8.6976,0.5317
1916,485.2642,0.3660,21.7551,0.01491,7.5639,169.0103,28.4860,7.3153,0.8655
1917,920.8818,0.6874,14.7035,0.00169,1.4343,205.0000,36.0000,5.5651,0.4561
1918,910.6331,0.3128,20.8347,0.00633,5.6556,205.0000,36.0000,6.2863,0.4612
1919,479.6404,0.5662,14.4264,0.00977,5.1841,157.2792,29.9188,6.6310,0.8757
1920,701.9305,0.2336,15.8477,0.00050,0.1667,204.7877,30.9270,7.2206,0.5983
1921,583.2727,0.7711,17.4102,0.01657,9.9799,168.8377,34.6667,5.9427,0.7201
1922,236.5205,0.6128,10.1613,0.05388,12.7716,97.5151,23.2290,5.6259,1.7757
1923,616.2248,0.6980,13.6084,0.02434,15.3031,161.1622,35.0706,5.1297,0.6816
1924,536.9731,0.3090,14.4004,0.00007,-0.2167,177.7036,26.5811,6.5545,0.7822
1925,487.7252,0.7523,17.2041,0.01492,7.0310,160.5395,31.6502,5.1898,0.8611
1926,676.2028,0.3567,20.9793,0.04321,28.6706,183.3513,34.1396,6.8815,0.6211
1927,924.4070,0.2306,15.7015,0.01373,11.6571,205.0000,36.0000,7.0966,0.4543
1928,543.1356,0.6617,17.1012,0.01509,7.7243,167.0994,32.5874,5.6218,0.7733
1929,312.5340,0.2288,12.2227,0.05610,17.2172,111.9873,22.4952,7.1849,1.3439
1930,803.5610,0.0906,13.8418,0.00580,4.3788,205.0000,35.8315,8.5495,0.5227
1931,412.1072,0.6674,15.0841,0.00663,2.4659,154.5762,28.7025,6.2725,1.0192
1932,447.3237,0.8329,15.7652,0.01857,8.7497,147.5326,31.0833,5.6488,0.9389
1933,270.8450,0.6316,11.0510,0.01753,4.8621,119.2424,24.1779,4.9474,1.5507
1934,651.4519,0.3864,21.8084,0.00455,3.3044,203.4266,30.6350,5.9770,0.6447
1935,551.0056,0.2204,19.2545,0.02731,15.1771,156.6212,29.2936,6.8431,0.7622
1936,368.1020,0.1641,7.8963,0.01585,5.7125,125.0195,23.3558,8.1114,1.1410
1937,673.5383,0.4590,20.9260,0.00969,6.0991,198.6498,34.8783,6.2102,0.6236
1938,241.9826,0.7991,14.5340,0.05669,14.3871,90.1629,24.9563,4.3714,1.7357
1939,203.7726,0.2480,13.8212,0.00159,0.2716,125.3751,16.0975,6.7677,2.0000
1940,886.0693,0.1660,19.7766,0.00278,2.1743,205.0000,35.9100,7.9808,0.4740
1941,747.8552,0.0783,11.9132,0.00506,3.5981,195.4715,34.0618,8.0932,0.5616
1942,247.8940,0.3360,21.1674,0.03811,9.5032,127.8454,21.1250,6.9817,1.6943
1943,280.6485,0.1213,7.1279,0.00620,1.6888,119.0633,20.3902,7.0904,1.4965
1944,363.5389,0.6889,19.3360,0.01236,3.7492,153.8220,27.4175,5.3663,1.1553
1945,258.7931,0.0956,7.2256,0.02473,6.4378,105.5521,19.5283,7.1986,1.6229
1946,843.8502,0.1199,11.5641,0.02129,17.9606,205.0000,36.0000,7.1595,0.4977
1947,932.6844,0.6742,9.7758,0.00651,5.6078,205.0000,36.0000,5.2261,0.4503
1948,400.5863,0.0795,12.6341,0.01811,7.3459,136.7221,23.6538,7.3240,1.0485
1949,326.8368,0.3838,13.0242,0.00618,2.2776,137.6680,23.8758,6.2711,1.2850
1950,541.7704,0.3189,8.3804,0.00988,5.7366,152.0818,29.8047,7.7177,0.7752
1951,278.0753,0.7994,12.9248,0.00516,1.6206,131.5806,25.7378,4.2443,1.5104
1952,314.1368,0.4830,10.1784,0.02215,7.4265,118.1747,24.2879,5.5715,1.3370
1953,614.9452,0.1884,20.9758,0.01371,8.0527,185.6726,30.9558,6.8086,0.6830
1954,283.9805,0.3985,17.9161,0.00561,0.9757,144.8659,22.7077,6.4544,1.4790
1955,954.2974,0.7277,21.1298,0.00192,1.4893,205.0000,36.0000,4.8173,0.4401
1956,632.0007,0.5200,8.6981,0.00441,2.4109,173.6319,31.1197,5.4162,0.6646
1957,399.8734,0.7451,13.7829,0.00229,1.1388,152.7979,25.9571,5.5597,1.0503
1958,728.5663,0.7826,14.3299,0.00192,1.0266,203.5521,36.0000,5.4660,0.5765
1959,485.0163,0.5638,21.1236,0.02032,9.8269,162.6050,30.0607,6.7710,0.8660
1960,633.8452,0.2690,13.1036,0.00188,1.1746,186.3205,29.1675,7.2777,0.6626
1961,658.4022,0.4309,14.1805,0.01305,8.4207,176.4318,34.1990,7.0316,0.6379
1962,300.7598,0.1701,9.8596,0.01633,4.2891,122.3689,21.3838,7.9635,1.3965
1963,359.3474,0.3612,11.2733,0.01449,5.5921,131.4007,24.6697,6.0832,1.1688
1964,895.8030,0.8031,14.0034,0.00190,1.7097,205.0000,36.0000,4.2270,0.4689
1965,669.2434,0.3632,18.1579,0.01842,11.7571,179.4682,33.9830,6.0745,0.6276
1966,944.2746,0.8170,8.9712,0.00183,1.2505,205.0000,36.0000,5.3938,0.4448
1967,842.4196,0.2187,17.2453,0.01785,14.7244,196.9088,36.0000,8.1469,0.4986
1968,626.0435,0.2107,11.8223,0.01088,6.7702,170.0211,31.4670,8.1247,0.6709
1969,651.8980,0.6336,18.4017,0.00154,0.5881,201.9745,32.6258,5.4907,0.6443
1970,322.6597,0.2643,19.9922,0.00513,1.6827,153.6800,22.7943,6.4899,1.3017
1971,205.3308,0.6462,18.3794,0.01280,2.5952,130.5249,22.3292,5.1596,2.0000
1972,792.1268,0.2186,16.9466,0.02813,22.6288,196.3197,36.0000,7.6768,0.5302
1973,777.8078,0.6138,7.5755,0.00290,2.3259,193.2202,36.0000,6.5558,0.5400
1974,220.7255,0.7336,15.1799,0.03213,6.7558,116.6417,23.4906,5.0307,1.9028
1975,947.6195,0.3223,10.6303,0.00057,0.6937,205.0000,36.0000,6.2463,0.4432
1976,950.1926,0.5916,11.9806,0.00073,0.1133,205.0000,36.0000,6.5085,0.4420
1977,295.2727,0.2249,6.8986,0.00544,1.7513,120.6149,21.6575,7.9955,1.4224
1978,646.9079,0.1518,12.6849,0.00897,5.5038,177.8344,31.6219,7.2158,0.6492
1979,308.3754,0.0988,8.0416,0.01553,5.1034,117.7205,21.0413,8.4024,1.3620
1980,555.2349,0.7302,16.4915,0.02569,13.7943,154.2191,33.4986,5.8199,0.7564
1981,218.0498,0.6334,10.9693,0.04591,9.9776,98.9946,22.6322,5.4384,1.9262
1982,532.9108,0.1358,17.5239,0.01997,10.7680,159.7996,28.0740,7.5606,0.7881
1983,620.6043,0.8513,6.8486,0.00312,0.8695,171.2447,33.4282,4.0247,0.6768
1984,222.1021,0.1786,11.2157,0.01635,3.7236,114.7978,19.0919,8.1573,1.8910
1985,590.7030,0.8393,17.3861,0.03054,18.1952,155.3856,35.4355,5.1096,0.7110
1986,276.8896,0.1385,18.9443,0.04444,12.2151,121.3376,20.4143,8.1998,1.5168
1987,400.3540,0.0638,14.6541,0.01333,5.3723,145.4729,23.5213,8.5787,1.0491
1988,300.0675,0.6535,12.5298,0.06610,20.2267,106.2687,25.7783,5.3914,1.3997
1989,437.9457,0.6515,21.4272,0.03220,13.5293,148.0673,29.3501,5.9577,0.9590
1990,875.3532,0.3627,11.2822,0.00337,2.4869,205.0000,36.0000,7.4613,0.4798
1991,605.4562,0.7641,16.7332,0.03186,19.5106,161.9286,35.2767,5.5423,0.6937
1992,607.9053,0.2887,18.1942,0.02715,16.8012,159.2502,31.5467,6.3875,0.6909
1993,271.7208,0.3388,14.0274,0.00523,1.1823,134.0172,21.8621,6.9875,1.5457
1994,242.6438,0.6463,14.7973,0.00447,1.3128,131.0626,20.4499,6.3324,1.7309
1995,958.1749,0.4368,20.6594,0.00060,1.2487,205.0000,36.0000,6.5014,0.4383
1996,359.8511,0.6360,20.9535,0.00305,1.2675,162.2870,23.8839,5.0086,1.1671
1997,289.5303,0.3722,19.6203,0.03171,8.9871,131.8227,22.6632,7.3682,1.4506
1998,221.7802,0.2809,11.7044,0.00277,0.8080,122.2391,16.9009,6.9576,1.8938
1999,258.7996,0.2794,17.9043,0.02940,7.8304,125.9826,20.9990,6.8506,1.6229
2000,812.6198,0.6992,17.3220,0.02264,18.1623,188.7417,36.0000,5.2949,0.5168
2001,420.3271,0.1696,19.6157,0.03268,14.0635,140.2640,24.9663,7.9605,0.9992
2002,440.1738,0.1640,6.9397,0.00876,4.0952,137.2840,25.5173,8.1855,0.9542
2003,393.8760,0.7293,9.4275,0.00093,0.1649,144.4593,25.6505,5.3343,1.0663
2004,959.1835,0.4182,9.9939,0.00930,9.0353,205.0000,36.0000,5.8436,0.4379
2005,378.2295,0.1807,16.0942,0.02518,9.8292,135.5175,23.7922,7.3832,1.1104
2006,572.6098,0.2892,8.7151,0.01250,7.1930,154.2401,30.4916,6.9082,0.7335
2007,911.3793,0.8168,18.6421,0.01556,14.4828,205.0000,36.0000,5.2532,0.4608
2008,867.3441,0.2176,14.7673,0.01119,9.8400,205.0000,36.0000,7.9639,0.4842
2009,528.3354,0.8583,19.0018,0.01077,5.7557,173.3917,33.7164,4.7206,0.7949
2010,852.2443,0.4713,21.9737,0.03088,26.2704,202.2895,36.0000,6.8536,0.4928
2011,587.2214,0.6364,8.5091,0.01648,9.6715,155.6405,33.7081,6.1796,0.7152
2012,568.8500,0.2630,14.1747,0.00037,0.0459,181.4108,27.1698,7.6085,0.7383
2013,316.9062,0.3892,21.4292,0.02735,9.0797,139.7048,23.6207,6.9945,1.3253
2014,645.2625,0.2261,12.6335,0.00243,1.0770,187.2138,29.1666,8.0173,0.6509
2015,260.1057,0.6267,11.4194,0.00890,1.6275,125.5582,23.8170,6.2936,1.6147
2016,730.8174,0.2732,19.0826,0.03565,25.9665,189.7671,35.1098,7.4526,0.5747
2017,335.8527,0.8212,9.7626,0.00992,3.0684,130.1052,27.6454,4.2598,1.2505
2018,509.5465,0.5634,15.2998,0.04459,22.6446,157.5904,30.7933,6.4622,0.8243
2019,469.7527,0.4576,17.4831,0.03828,17.6930,135.9248,28.7537,5.6882,0.8941
2020,202.6918,0.2809,9.9226,0.01910,4.5487,107.2262,19.3276,6.5933,2.0000
2021,296.0870,0.2829,11.1876,0.02000,5.5557,121.8033,22.1458,7.7842,1.4185
2022,620.1521,0.1097,18.2479,0.00215,1.7854,194.2403,27.4825,8.5350,0.6773
2023,665.9698,0.3720,13.0045,0.00625,4.3481,183.9398,33.9549,7.5442,0.6307
2024,653.2716,0.2744,13.9308,0.01484,10.0017,171.6349,32.7933,7.4022,0.6429
2025,932.2242,0.7890,14.5546,0.00138,1.2373,205.0000,36.0000,5.5257,0.4505
2026,706.5268,0.2026,9.8223,0.00913,6.4241,178.4550,33.8164,8.1293,0.5945
2027,428.5837,0.3713,14.1711,0.01261,5.6851,147.9568,26.8279,6.7842,0.9800
2028,228.0281,0.6029,14.3915,0.00156,-0.1236,131.1373,19.6639,5.6799,1.8419
2029,809.1101,0.1453,8.3093,0.00136,0.1545,204.3072,33.4355,7.6969,0.5191
2030,837.8605,0.5974,11.0006,0.00398,2.4779,205.0000,36.0000,5.2795,0.5013
2031,478.3158,0.4021,11.1882,0.00549,1.6188,157.8001,28.5663,6.9498,0.8781
2032,838.0610,0.3020,7.7251,0.01216,9.9792,195.6682,36.0000,7.0271,0.5012
2033,473.3606,0.7591,21.8057,0.00781,4.1014,174.9534,31.2740,6.0101,0.8873
2034,548.5043,0.8561,17.4981,0.02270,12.6755,157.8855,34.3040,4.0043,0.7657
2035,327.9451,0.6643,19.7604,0.01671,5.7445,145.0267,26.1524,5.6397,1.2807
2036,694.1748,0.8097,17.4280,0.00984,6.4111,193.3633,36.0000,5.4377,0.6050
2037,204.7655,0.1512,9.6652,0.02232,4.5418,106.9863,18.3522,7.0923,2.0000
2038,930.3479,0.5683,14.2014,0.02396,22.5576,205.0000,36.0000,6.7411,0.4514
2039,529.7444,0.3388,9.2921,0.01107,6.4738,150.6620,29.6024,7.3581,0.7928
2040,388.2366,0.7044,18.8677,0.04599,17.8188,124.5751,28.3079,4.6070,1.0818
2041,304.9615,0.5739,10.7687,0.00482,1.1804,131.8384,21.7396,6.3414,1.3772
2042,564.1249,0.0827,18.4111,0.01115,6.8493,175.0547,28.5856,8.8192,0.7445
2043,269.3685,0.5810,14.3306,0.01634,4.1195,127.8696,23.7291,6.4802,1.5592
2044,408.6963,0.8227,9.8081,0.00754,3.0078,141.2650,29.8428,5.7082,1.0277
2045,739.7615,0.5923,16.9149,0.02524,18.6445,179.7693,36.0000,6.2779,0.5678
2046,743.8316,0.6102,10.6942,0.00767,6.3254,186.1861,36.0000,5.0372,0.5646
2047,618.5313,0.6167,16.1199,0.01654,10.5275,170.0828,34.4897,5.4275,0.6790
2048,543.9907,0.5969,18.6294,0.04617,24.8491,159.1311,32.1253,6.2111,0.7721
2049,686.8162,0.7698,11.7253,0.01751,12.6212,169.9935,36.0000,5.1218,0.6115
